FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,updateTime
1003280,Oakley Farmers Market,http://www.oakleyfarmersmarket.com,https://www.facebook.com/OakleyFarmersMarket,https://twitter.com/oakleymarket,,,607 Fairview Road,Asheville,Buncombe,North Carolina,28803,05/09/2013 to 10/24/2013,Thu: 3:30 PM-6:30 PM;,,,,,,,-82.518663,35.564789,"Faith-based institution (e.g., church, mosque, synagogue, temple)",6/13/2013 9:48
1003281,West End Farmer's Market,http://www.cityofjohnstownpa.net,,,,,401 Broad Street,Johnstown,Cambria,Pennsylvania,15906,June to October,Tue:3:00 PM - 6:00 PM;,,,,,,,-78.929,40.339773,Private business parking lot,5/1/2012 8:48
1003282,Downtown Johnstown Farmer's Market,http://www.cityofjohnstownpa.net,,,,,Main Street,Johnstown,Cambria,Pennsylvania,15901,May to October,Fri:9:00 AM - 2:00 PM;,,,,,,,-78.918271,40.325608,Other,5/1/2012 8:53
1003283,Festival Foods Northland Market,,,,,,,Appleton,Outagamie,Wisconsin,54914,,,,,,,,,-88.455,44.2819,,2009
1003285,Rogue River SUnday Market,http://www.rrsundaymarket.com,,,,,110 Pine Street,Rogue RIver,Jackson,Oregon,97537,05/05/2013 to 10/06/2013,Sun: 9:00 AM-1:00 PM;,,,,,,,-123.169731,42.434789,Private business parking lot,6/12/2013 0:07
1003288,Kennesaw Farmers Market,,https://www.facebook.com/KennesawFarmersMarket,,,,2820 Cherokee Street ,Kennesaw,Cobb,Georgia,30144,05/04/2015 to 09/28/2015,Mon: 3:00 PM-7:00 PM;,,,,,,,-84.614587,34.0234,,3/19/2015 13:24
1003290,Stonington Farmers Market,,https://www.facebook.com/pages/Stonington-Village-Farmers-Market/163108413730842,,,,"11 Northwest Street, Town Dock",Stonington,New London,Connecticut,6378,05/23/2015 to 10/24/2015,Sat: 9:00 AM-12:00 PM;,,,,,,,-71.908321,41.33549,,4/17/2015 17:00
1003291,Lawrence County Farmers Market,,,,,,249 Industrial Park Road,Louisa,Lawrence,Kentucky,41320,July to October,Tue:9:00 am - 12:00 pm;Thu:9:00 am - 12:00 pm;Sat:9:00 am - 12:00 pm;,,,,,,,-82.6032,38.1144,Private business parking lot,5/3/2011 9:47
1003292,Carbondale Farmers Market,http://www.carbondalefarmersmarket.com/,,,,,4th and Main St,Carbondale,Garfield,Colorado,81623,June to September,Wed:10:00 AM - 3:00 PM;,,,,,,,-107.211263,39.400039,Closed-off public street,5/14/2012 20:39
1003293,Bremerton Farmers Market,http://www.bremertonmarket.com,https://www.facebook.com/BremertonMarket,https://twitter.com/bremertonfm,,,1400 Park Avenue,Bremerton,Kitsap,Washington,98337,05/01/2014 to 10/16/2014,Thu: 4:00 PM-7:00 PM;,,,,,,,-122.629652,47.574239,Other,5/12/2014 19:33
1003294,Bremerton Farmers Market - Ferry Terminal,http://www.bremertonmarket.com,https://www.facebook.com/BremertonMarket,https://twitter.com/bremertonfm,,,Washington and 1st St.,Bremerton,Kitsap,Washington,98337,05/04/2014 to 10/12/2014,Sun: 10:30 AM-2:30 PM;,,,,,,,-122.6255143,47.5635107,Other,5/12/2014 19:32
1003295,Sammamish Farmers Market,http://www.sammamishfarmersmarket.org,https://www.facebook.com/sammamishfarmersmarket,,,,801 228th Ave SE,Sammamish,King,Washington,98075,05/15/2013 to 09/25/2013,Wed: 3:00 PM-8:00 PM;,,,,,,,-122.0355952,47.601774,Local government building grounds,6/10/2013 12:50
1003299,Fort Bragg CFM,http://www.mcfarm.org,https://www.facebook.com/pages/Fort-Bragg-Farmers-Market,,,,400 N. Franklin St,Fort Bragg,Mendocino,California,95437,05/07/2014 to 10/29/2014,Wed: 3:00 PM-6:00 PM;,,,,,,,-123.804781,39.44592,Closed-off public street,4/22/2014 12:25
1003300,Heritage Village Farmers Market,,,,,,,Beaver Dam,St. Croix,Wisconsin,53916,,,,,,,,,-92.5356,45.1093,,2009
1003301,West Jordan Farmers Market,,,,,,West Jordan Veterans Memorial Park,West Jordan,Salt Lake,Utah,84084,,,,,,,,,-111.939,40.6063,,2009
1003302,Greenwich Farmers' Market,http://www.localharvest.org/farmers-market-at-70-main-M44584,,,,,106 Main Street,Greenwich,Washington,New York,12834,01/01/2016 to 12/31/2016,Wed: 3:00 PM-6:00 PM;,01/01/2016 to 12/31/2016,Wed: 3:00 PM-6:00 PM;,,,,,-73.49925,43.090059,,7/1/2016 16:43
1003303,Elk Mound Area Farmers Market,http://www.elkmound.org,,,,,E220 Menomonie Street,Elk Mound,Dunn,Wisconsin,54739,June to September,Fri:11:00 AM - 6:00 PM;,,,,,,,-91.688247,44.872264,Local government building grounds,4/30/2012 12:20
1003307,Hoboken Uptown Farmers' Market,http://www.hobokenfarmersmarket.com,https://www.facebook.com/pages/Hoboken-Uptown-Farmers-Market/126875334004227,https://twitter.com/HobokenFarmer,,,Hudson St between 13th and 14th Sts,Hoboken,Hudson,New Jersey,7030,06/02/2016 to 10/27/2016,Thu: 2:00 PM-7:00 PM;,,,,,,,-74.025106,40.75286,,6/28/2016 10:00
1003308,Conover Farmers Market,http://www.conoverfarmersmarket.org,https://www.facebook.com/ConoverFarmersMarket,,,,109 1st Street East,Conover,Catawba,North Carolina,28613,04/27/2013 to 10/26/2013,Sun: 7:30 AM-12:00 PM;,,,,,,,-81.21770477,35.7063942,,7/7/2016 13:19
1003309,New Bern/Craven County Area Farmers Market,http://www.newbernfarmersmarket.org,,,,,421 S. Front Street,New Bern,Craven,North Carolina,28560,January to December,Sat:8:00 AM - 2:00 PM;,,,,,,,-77.041454,35.104778,,5/23/2012 11:02
1003310,Orcas Island Farmers Market,http://www.orcasislandfarmersmarket.org,https://www.facebook.com/pages/Orcas-Island-Farmers-Market/150843558318330,,,,Eastsound Village Green,Eastsound,San Juan,Washington,98245,05/04/2013 to 11/23/2013,Sat: 10:00 AM-3:00 PM;,,,,,,,-122.9069009,48.6962347,,3/20/2015 11:48
1003311,St. Maries Farmers Market,,,,,,"Main Street, near Hughes Historical House",St. Maries,Benewah,Idaho,83861,,,,,,,,,-116.567,47.3152,,2009
1003315,LaSalle Farmers Market,,,,,,2nd St. & Gooding St.,La Salle,,Illinois,61301,,,,,,,,,-89.097,41.3291,,2009
1003320,margate community market,http://www.steveandcookies.com,,,,,9700 amherst ave,margate,Atlantic,New Jersey,8402,,,,,,,,,-74.5203,39.3231,,May  5 2010 11:16AM
1003321,Hornell Farmers Market - Broadway Mall,http://www.Hornellhpg.com,https://www.facebook.com/hornellfarmersmarket,,,,Broadway street,Hornell,Steuben,New York,14843,05/01/2012 to 10/31/2012,Thu: 10:00 AM-6:00 PM;,,,,,,,-77.6601,42.3268,Other,5/19/2014 11:03
1003322,Hornell Farmers Market - Broadway Park,http://www.hornellhpg.com,https://www.facebook.com/hornellfarmersmarket,,,,Broadway Park (Off Main St),Hornell,Steuben,New York,,05/01/2014 to 10/30/2014,Thu: 10:00 AM-6:00 PM;,,,,,,,-77.660358,42.32638,Local government building grounds,5/19/2014 11:05
1003323,Cavalier Farmers Market,,,,,,C Store,Cavalier,Pembina,North Dakota,58220,,,,,,,,,-97.7073,48.7749,,2009
1003324,Northeast Georgia. Locally Grown.net - Habersham County site,http://www.northeastgeorgia.locallygrown.net,,,,,295 E. Green St.,Clarkesville,Habersham,Georgia,30523,April to December,Wed:5:00 PM - 7:00 PM;,,,,,,,-83.5231858,34.6164668,"Faith-based institution (e.g., church, mosque, synagogue, temple)",4/27/2012 23:10
1003325,Northeast Georgia. Locally Grown.net - Rabun County site,http://www.northeastgeorgia.locallygrown.net,,,,,63 Mill Gap Lane,Tiger,Rabun,Georgia,30576,01/01/2014 to 12/31/2014,Wed: 5:00 AM-7:00 PM;,,,,,,,-83.4268816,34.8626154,Other,5/19/2014 11:05
1003326,Water Valley main Street Farmers Market,,,,,,Railroad Park - Main Street,Water Valley,Yalobusha,Mississippi,38965,,,,,,,,,-89.6307,34.168,,2009
1003327,Macon County Farmers Market,,,,,,Intersection of Elm & Spring Streets,Tuskegee,Macon,Alabama,36083,06/01/2013 to 11/16/2013,Wed: 8:30 AM-2:00 PM;Sat: 8:30 AM-2:00 PM;,,,,,,,-85.693445,32.425706,Other,6/24/2013 16:58
1003328,Fullerton Wednesday Farmers Market,,,,,,450 West Orangethorpe- Woodcrest Park,Fullerton,Orange,California,92634,,,,,,,,,-117.932,33.8864,,2009
1003329,Fullerton Thursday Market,,,,,,Witshire &  Pomona,Fullerton,Orange,California,92635,,,,,,,,,-117.922,33.8724,,2009
1003331,Uptown Whittier CFM,,,,,,Bright St. And Philadelphia St.,Whittier,LOS ANGELES,California,,01/01/2014 to 12/31/2014,,,,,,,,-118.036,33.9791,,3/14/2014 21:27
1003332,Forest Grove Farmers Market,http://www.adelantemujeres.org/market-overview/,https://www.facebook.com/fgfm1,,,,Main St. between 21st Street and Pacific Ave.,Forest Grove,Washington,Oregon,97116,05/07/2014 to 09/10/2014,Wed: 4:00 PM-8:00 PM;,09/17/2014 to 10/29/2014,Wed: 3:00 PM-7:00 PM;,,,,,-123.112063,45.520623,Closed-off public street,5/13/2014 12:32
1003333,Park Heights Community Farmers Market,http://www.phcha.org/farmersmarket.php,,,,,5201 Park Heights Avenue,Baltimore,Baltimore City,Maryland,21215,June to November,Wed:9:30 AM - 2:30 PM;,,,,,,,-76.67596,39.34907,Private business parking lot,5/31/2012 13:00
1003334,Lion's Park and Midland Spur Rd.,http://www.basaltsundaymarket.com,,,,,,Basalt,Eagle,Colorado,,,,,,,,,,-105.676,37.4107,,2009
1003335,Basalt Sunday Market,http://www.basaltsundaymarket.com,,,,,Lion's Park and Midland Spur Rd.,Basalt,Eagle,Colorado,,,,,,,,,,-107.036,39.3688,,2009
1003342,Prineville Farmers' Market,,https://www.facebook.com/pages/Prineville-Farmers-Market/123633747675731,,,,Third and Elm Street,Prineville,Crook,Oregon,97754,07/22/2015 to 08/26/2015,Wed: 4:00 PM-7:30 PM;,,,,,,,-120.8422335,44.3029189,,3/19/2015 16:28
1003343,La Familia Verde Farmers Market,http://www.lafamiliaverde.org,,,,,East Tremont Ave. at Lafontaine Ave.,Bronx,Bronx,New York,10460,07/12/2016 to 11/15/2016,Tue: 8:00 AM-3:00 PM;,,,,,,,-73.894306,40.846393,,6/27/2016 18:16
1003345,Virginia Street Farmers Market,http://www.growrva.com,,,,,114 Virginia Street,Richmond,Richmond City,Virginia,23219,May to October,Thu:3:00 PM - 7:00 PM;,,,,,,,-77.433551,37.534045,Private business parking lot,4/30/2012 22:02
1003346,Cotati Farmers' Market,http://www.cotati.org,www.facebook.com/CotatiFarmersMarket,,,,W Sierra Ave and Old Redwood Hwy,Cotati,Sonoma,California,94931,06/06/2013 to 08/29/2013,Thu: 4:30 PM-7:30 PM;,,,,,,,-122.707194,38.326348,Closed-off public street,6/11/2013 0:50
1003347,Bella Vista Farmers Market,http://www.market.cbmcci.com/,,,,,1451 Bella Vista Way,Bella Vista,,Arkansas,72714,,,,,,,,,-94.241,36.4714,,2009
1003348,Green Market,,,,,,215 North Fillmore St.,Corinth,Alcorn,Mississippi,38834,,,,,,,,,-88.5211,34.9331,,2011
1003349,Mackay Community Farmers Market,,,,,,Pine and Elm,Mackay,Custer,Idaho,83251,,,,,,,,,-114.282,44.2412,Local government building grounds,6/17/2013 14:52
1003350,Jonesborough Farmers Market,http://www.jonesborough.locallygrown.net,https://www.facebook.com/pages/Jonesborough-Farmers-Market/273832686985,,,,105 Courthouse Square,Jonesborough,Washington,Tennessee,37659,05/07/2016 to 10/29/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-82.4728498,36.2940568,,7/15/2016 7:49
1003353,Boulder County Farmers' Market - Longmont & Boulder,http://www.boulderfarmers.org,https://www.facebook.com/BoulderCountyFarmersMarkets,https://twitter.com/BCFMarkets,,,9595 Nelson rd,Longmont,Boulder,Colorado,80501,April to November,Sat:8:00 AM - 1:00 PM;,December to December,Sat:9:00 AM - 3:00 PM;sun:9:00 AM - 3:00 PM;,,,,,-105.1286563,40.1534817,Federal/State government building grounds,5/15/2012 11:53
1003354,Georgetown Farmers' Market,http://www.georgetowncoc.com,https://www.facebook.com/georgetownchamberfarmersmarket,,,,413 South Bedford Street,Georgetown,Sussex,Delaware,19947,05/20/2015 to 09/16/2015,Wed: 3:00 PM-6:00 PM;,,,,,,,-75.378169,38.6788301,,3/26/2015 17:23
1003355,Hemlock Farmers' Market,,,,,,Richland Township Park,Hemlock,Saginaw,Michigan,48626,,,,,,,,,-84.2305,43.4147,,5/13/2014 6:58
1003356,Capital City Public Market,http://www.capitalcitypublicmarket.com,www.facebook.com/capitalcitypublicmarket,@boisemarket,,,8th Street (Main to State),Boise,Ada,Idaho,83702,04/16/2016 to 12/17/2016,Sat: 9:00 AM-1:30 PM;,,,,,,,-116.202033,43.617126,,6/28/2016 21:07
1003357,Everett Farmers Market LLC,http://www.everettfarmersmarket.net,https://www.facebook.com/TheEverettFarmersMarket,,,,615 13th St,Everett,Snohomish,Washington,98201,05/08/2016 to 10/16/2016,Sun: 11:00 AM-4:00 PM;,,,,,,,-122.22205,48.000172,,4/26/2016 10:20
1003358,Snohomish Farmers Market,http://www.snohomishfarmersmarket.com,https://www.facebook.com/snohomishfarmersmarket,https://twitter.com/SnoFarmersMkt,http://www.youtube.com/user/SnohomishFarmersMkt,,Cedar Ave and Pearl St,Snohomish,Snohomish,Washington,98290,05/05/2016 to 09/29/2016,Thu: 3:00 PM-7:00 PM;,,,,,,,-122.0917196,47.9116429,,7/12/2016 13:03
1003360,Hillman Farmers Market,,,,,,Brush Creek Mill,Hillman,Montmorency,Michigan,49746,,,,,,,,,-83.9011,45.0632,,2009
1003361,Celebration Sunday Farmers Market,,,,,,Corner of Celebration Avenue,Celebration,Osceola,Florida,,,,,,,,,,-81.2879,28.2478,,2009
1003362,Farmers Market of Downtown Kissimmee,,,,,,Toho Square,Kissimmee,Osceola,Florida,,,,,,,,,,-81.2879,28.2478,,2009
1003364,Fallbrook Certified Farmers Market,,,,,,102 S. Main Street,Fallbrook,San Diego,California,92028,01/04/2013 to 12/27/2013,Mon: 10:00 AM-2:00 PM;Tue: 10:00 AM-2:00 PM;Wed: 10:00 AM-2:00 PM;Thu: 10:00 AM-2:00 PM;Fri: 10:00 AM-2:00 PM;,,,,,,,-117.251115,33.381644,Other,6/11/2013 10:42
1003368,JPG Tri State Farmers Market,,,,,,Hwy  34 & Hwy 85,Belle Fourche,Butte,South Dakota,57717,07/05/2013 to 09/05/2013,,,,,,,,-103.869896,44.656932,Other,6/17/2013 11:12
1003369,Roseville Community Center Farmers Market,,,,,,13047 Karl Brown Rd.,Roseville,Muskingum,Ohio,43777,,,,,,,,,-82.077,39.8121,,2009
1003370,MELLETTE COUNTY,,,,,,Hwy 83 Gus Stop parking lot,White River,Mellette,South Dakota,57579,,Wed: 10:00 AM-;,,,,,,,-100.749,43.5686,Private business parking lot,7/10/2013 14:37
1003371,Valleydale Farmers Market,http://www.valleydalefarmersmarket.com,https://www.facebook.com/pages/Valleydale-Farmers-Market,https://twitter.com/ValleydaleFM,,,4601 Valleydale Rd.,Birmingham,Shelby,Alabama,35242,05/18/2013 to 08/31/2013,Sat: 8:00 AM-12:00 PM;,,,,,,,-86.733778,33.383472,"Faith-based institution (e.g., church, mosque, synagogue, temple)",5/16/2014 23:07
1003373,Farmers Market,http://www.spearfishfarmersmarket.com,,,,,115 West Highway 14,Spearfish,Lawrence,South Dakota,57783,,,,,,,,,-103.872,44.5179,,2009
1003374,The Gardeners Market,,,,,,North side of Courthouse Square on 10th Street,Emmetsburg,Palo Alto,Iowa,50536,,,,,,,,,-94.6787,43.111,,2009
1003375,Franklin Curb Farmers Market,,,,,,12th and Liberty St.,Franklin,Venango,Pennsylvania,16323,,,,,,,,,-79.828,41.3974,,2009
1003376,Dixie Lee Farmers Market,http://www.dixieleefarmersmarket.com/,https://www.facebook.com/dixieleefarmersmarket,,,,12740 Kingston Pike,Knoxville,Knox,Tennessee,37934,05/03/2014 to 11/01/2014,Sat: 9:00 AM-12:00 PM;,,,,,,,-84.20942222,35.86713611,Private business parking lot,3/24/2014 21:57
1003377,Our Local Bounty Farmers Market at St. Thomas Church,http://www.stthomascroom.org,https://www.facebook.com/pages/Our-Local-Bounty-Farmers-Market/25568128778935?ref=stream&hc_location=stream,,,,14300 St. Thomas Church Road,Upper Marlboro,Prince George's,Maryland,20772,06/06/2015 to 09/26/2015,Sat: 8:00 AM-12:00 PM;,,,,,,,-76.75891,38.748198,,6/19/2015 16:30
1003378,Lincoln Haymarket Farmers Market,http://www.linconlhaymarket.org,https://www.facebook.com/farmersmarketlincoln,,,,7th & P Street,Lincoln Nebraska,Lancaster,Nebraska,68508,05/03/2014 to 10/11/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,-96.710672,40.814654,Closed-off public street,3/14/2014 11:26
1003379,The Lexington Farmers' Market,http://www.lexingtonfarmersmarket.com,,,,,398 Southland Drive,Lexington,Fayette,Kentucky,40503,April to October,sun:10:00 AM - 2:00 PM;,,,,,,,-84.526223,38.017474,Private business parking lot,5/7/2012 10:41
1003382,Jacksonville Farmers Market,http://www.jaxfarmersmarket.com/,https://www.facebook.com/JaxFarmersMarket,https://twitter.com/jaxfarmersmrkt,,,1810 West Beaver Street,Jacksonville,Duval,Florida,32209,01/01/2014 to 12/31/2014,Mon: 7:00 AM-6:00 PM;Tue: 7:00 AM-6:00 PM;Wed: 7:00 AM-6:00 PM;Thu: 7:00 AM-6:00 PM;Fri: 7:00 AM-6:00 PM;Sat: 7:00 AM-6:00 PM;Sun: 7:00 AM-6:00 PM;,,,,,,,-81.688306,30.333982,Other,3/31/2014 16:21
1003383,Red Mill Green Market,,www.facebook.com/RedMillGreenMarket,,,,2181 Upton Drive,Virginia Beach,Virginia Beach,Virginia,23454,06/22/2013 to 08/31/2013,Sat: 9:00 AM-12:00 PM;,,,,,,,-76.007506,36.756654,Private business parking lot,6/10/2013 13:35
1003384,Maple Lake Farmers Market,,,,,,Highway 55 Maple Lake,Maple Lake,Wright,Minnesota,,,,,,,,,,-93.9707,45.2237,,2009
1003385,Jackson County Farmers Market,,,,,,365 Welchburg Egypt Road,Tyner,Jackson,Kentucky,40486,,,,,,,,,-83.9053,37.318,,May 10 2010  9:15AM
1003386,East Dubuque,,,,,,470 Sinsinawa Ave.,East Dubuque,Jo Daviess,Illinois,61025,,,,,,,,,-90.6407,42.4908,Private business parking lot,1/18/2012 15:58
1003390,Henderson Farmers' Market,,,,,,Corner of Second and Main,Henderson,Henderson,Kentucky,,,,,,,,,,-87.5917,37.8408,,2009
1003392,The Farmers Market at the Great Park,http://www.orange.cfbf.com/,,,,,The Great Park,Irvine,Orange,California,92618,January to December,sun:10:00 AM - 2:00 PM;,,,,,,,-117.7490656,33.665242,Local government building grounds,4/25/2012 15:15
1003393,Blackwell Farmer's Market,,,,,,800 S. Main Street,Blackwell,Kay,Oklahoma,74631,May to October,Sat:7:30 AM - 11:30 AM;,,,,,,,-97.28256,36.79557,Local government building grounds,4/26/2012 18:29
1003394,Nashville Farmers' Market,,,,,,Powell Ave.,Nashville,Davidson,Tennessee,,June to October,,,,,,,,-86.7848,36.1694,Healthcare Institution,1/22/2012 18:33
1003395,Fayette County Farmers Market,,,,,,Parking lot across from Methodist Church,Somerville,Fayette,Tennessee,38068,,,,,,,,,-89.3463,35.2487,,2009
1003396,Rush Community Farmers Market,,,,,,6200 Rush Lima Rd (Rte 15A),Rush,Monroe,New York,,,,,,,,,,-77.6961,43.1463,,2/17/2012 14:57
1003397,Seaside Park Marina Farmers Market,,,,,,Seaside Park Marina Lot (J Street and Central Ave.),Seaside Park,Ocean,New Jersey,8752,,,,,,,,,-74.0776,39.9302,,Apr 16 2010  7:00PM
1003398,Jerseyville Farmers' & Artisan Market,http://www.jch.org/news-events/farmers-market,,,,,105 N. Liberty Street,Jerseyville,Jersey,Illinois,62052,06/25/2013 to 09/24/2013,Tue: 4:00 PM-7:00 PM;,,,,,,,-90.330641,39.118583,Other,6/10/2013 13:20
1003399,Pascagoula Farmers Market,http://www.pascagoulafarmersmarket.com,,,,,3300 Pascagoula Street (Victory Lot),Pascagoula,Jackson,Mississippi,39568,04/01/2014 to 07/01/2014,Sat: 8:00 AM-1:00 PM;,09/01/2014 to 11/01/2014,Sat: 8:00 AM-1:00 PM;,,,,,-88.5561272,30.3657552,Local government building grounds,3/14/2014 10:46
1003400,Hesston Farmers Market,http://www.hesstonks.org/MV2Base.asp?VarCN=64,,,,,King Park Shelter House on Ridge,Hesston,Harvey,Kansas,67062,,,,,,,,,-97.4299,38.1281,,2009
1003401,Redwood Valley CFM,http://www.mcfarm.org,,,,,8920 East Rd,Redwood Valley,Mendocino,California,95470,,,,,,,,,-123.207,39.2704,,Apr 17 2010 11:25AM
1003402,Puyallup Farmers' Market,http://www.puyallupmainstreet.com/farmersmarket,,,,,Pioneer at Meridian,Puyallup,Pierce,Washington,98371,April to October,Sat:9:00 AM - 2:00 PM;sun:10:00 AM - 2:00 PM;,,,,,,,-122.2939,47.19058,Local government building grounds,4/28/2012 11:46
1003405,Pataskala Farmers Market,,https://www.facebook.com/StratfordFarmersMarket,,,,S. Main Street,Pataskala,Licking,Ohio,43062,,,,,,,,,-82.6774,39.9917,,2009
1003408,Fondy Farmers Market,http://www.fondymarket.org,,,,,2200 W. Fond du Lac Ave.,Milwaukee,Milwaukee,Wisconsin,53206,June to October,Tue:8:00 am - 2:00 pm;Thu:8:00 am - 2:00 pm;Sat:7:00 am - 3:00 pm;sun:8:00 am - 2:00 pm;,November to November,Sat:9:00 am - 12:00 pm;,,,,,-87.9399,43.0615,Private business parking lot,6/1/2011 15:10
1003411,Baker City Farmers Market,,https://www.facebook.com/pages/Baker-City-Farmers-Market/106757499355968?ref=hl,,,,2600 East Street,Baker City,Baker,Oregon,97814,06/08/2016 to 10/12/2016,Wed: 3:30 PM-6:30 PM;,,,,,,,-117.823036,44.782836,,6/30/2016 10:32
1003412,Salem Farmers' Market,http://www.salemfarmersmarket.org,https://www.facebook.com/SalemMAFarmersMarket,https://twitter.com/salemfarmmarket,,,Front Street at Derby Square,Salem,Essex,Massachusetts,1970,06/09/2016 to 10/13/2016,Thu: 3:00 PM-7:00 PM;,,,,,,,-70.894653,42.520665,,6/28/2016 13:05
1003413,Downtown Elgin Harvest Market,http://www.elginharvestmarket.com,https://www.facebook.com/ElginHarvestMarket,,,,200 North Grove Avenue,Elgin,Kane,Illinois,60120,06/02/2016 to 10/06/2016,Thu: 9:00 AM-2:00 PM;,,,,,,,-88.287334,42.041325,,6/28/2016 9:45
1003414,Portage Park Farmer's Market,http://www.friendsofportagepark.org,https://www.facebook.com/pages/Portage-Park-Farmers-Market/375836939182171,,,,Irving Park Road at Long,Chicago,Cook,Illinois,60641,06/01/2013 to 10/05/2013,Sun: 10:00 AM-2:00 PM;,,,,,,,-87.762385,41.953472,,6/27/2016 13:23
1003415,Town of Lexington Farmers Market,http://www.lexsc.com/fm_index.htm,,,,,205 E. Main St. ,Lexington,Lexington,South Carolina,29072,06/07/2014 to 09/27/2014,Sat: 9:00 AM-12:00 PM;,,,,,,,-81.2351235,33.9804636,Local government building grounds,5/21/2014 11:53
1003416,Jack Newe's FM,,,,,,1920 S Brea Canyon Cut Off,Walnut,LOS ANGELES,California,,,,,,,,,,-117.867,33.9835,,2011
1003418,Friday Market,http://www.mainstreetverobeach.org,,,,,2140 14th Ave between 21st & 23rd streets,Vero Beach,Indian River,Florida,32960,09/06/2013 to 06/27/2014,Fri: 11:00 AM-6:00 PM;,,,,,,,-80.399262,27.641457,Local government building grounds,6/25/2013 1:40
1003419,laguna niguel CFM,http://www.orange.cfbf.com,https://www.facebook.com/ocfarmbureaufarmersmarkets,,,,La Paz and Pacific Park,Laguna Niguel,Orange,California,92677,01/01/2015 to 12/31/2015,Sun: 8:00 AM-12:00 PM;,,,,,,,-117.708279,33.568865,,4/8/2015 12:46
1003425,Richland Area Farmers Market - Court House,http://www.richlandareafarmersmarket.org,https://www.facebook.com/pages/RICHLAND-AREA-FARMERS-MARKET/10150099096045319,,,,Richland County Court House 181 W. Seminary Street,Richland Center,Richland,Wisconsin,53581,05/02/2015 to 10/10/2015,Wed: 3:00 PM-5:30 PM;Sat: 7:30 AM-12:00 PM;,,,,,,,-90.385608,43.33453,,4/9/2015 17:35
1003426,Wisner Farmers Market / Lunch in the Park,,,,,,"Wisner Park, N Main",Elmira,Chemung,New York,,,,,,,,,,-76.8125,42.0978,,2009
1003427,Elmira Wisner Park Farmers Market,,,,,,N. Main St. & W. Church Street,Elmira,Chemung,New York,14901,,,,,,,,,-76.8083,42.0898,,2011
1003428,Lansdowne Farmers Market,http://www.LansdowneFarmersMarket.com,https://www.facebook.com/pages/Lansdowne-Farmers-Market/268899711550,,,,30 North Lansdowne Avenue,Lansdowne,Delaware,Pennsylvania,19050,05/24/2014 to 11/01/2014,Sat: 9:00 AM-1:00 PM;,,,,,,,-75.2724185,39.9392368,Local government building grounds,3/31/2014 17:29
1003429,Rensselaer County Farmers Market,,,,,,"Twin Town Little League Field, Williams Rd",North Greenbush,Rensselaer,New York,,,,,,,,,,-73.6772,42.6719,,2009
1003435,Shawano Farmers Market,http://www.shawanofarmersmarket.org,,,,,127 S Sawyer St,Shawano,Shawano,Wisconsin,54166,June to October,Sat:8:00 AM - 12:00 PM;,,,,,,,-88.60757,44.78119,Local government building grounds,4/27/2012 17:21
1003436,Sturgeon Bay Farm and Craft Market,http://www.sturgeonbaywi.org,,,,,421 Michigan Street,Sturgeon Bay,Door,Wisconsin,54235,06/01/2014 to 10/31/2014,Sat: 8:30 AM-12:00 PM;,,,,,,,-87.375201,44.83425,Local government building grounds,3/26/2014 8:39
1003438,Crown Point Farmers Market,http://www.crownpoint.in.gov,,,,,South Main Street,Crown Point,Lake,Indiana,46307,,,,,,,,,-87.3647,41.4155,,May 10 2010  3:18PM
1003439,Gettysburg Farmers' Market,http://www.acfarmersmarkets.org/gettysburg-farmers.html,,,,,1 Lincoln Square,Gettysburg,Adams,Pennsylvania,17325,,,,,,,,,-77.2309,39.8312,,Apr 30 2010 12:01PM
1003440,Century City Farmers Market,http://www.ccfm.com,,,,,Constellation Blvd & Avenue of Stars,Tarzana,Los Angeles,California,91356,,,,,,,,,-118.416,34.0587,,2009
1003441,L.A. Wilshire Center Farmers Market,http://www.ccfm.com,,,,,Mariposa & Wilshire,Tarzana,Los Angeles,California,91356,,,,,,,,,-119.016,36.0678,,2009
1003442,Larchmont Village Farmers Market,http://www.ccfm.com,,,,,"Larchmont Blvd., Lot #694",Tarzana,Los Angeles,California,91356,,,,,,,,,-118.324,34.0748,,2009
1003443,Melrose Place Farmers Market,http://www.ccfm.com,,,,,Melrose Place & Craft,Tarzana,Los Angeles,California,91356,,,,,,,,,-118.373,34.0835,,2009
1003444,La Canada Flintridge Farmers Market,http://www.farmernet.com,,,,,Beulah Dr. & Foothill Ave.,La Canada Flintridge,Los Angeles,California,91011,,,,,,,,,-118.198,34.2035,,2009
1003445,Tarana Farmers Market,http://www.farmernet.com,,,,,19130 Ventura Blvd.,Tarzana,Los Angeles,California,91356,,,,,,,,,-118.549,34.1726,,2009
1003446,L.A. Melrose Place Farmers Market,,,,,,Melrose Place & Croft,Los Angeles,Los Angeles,California,90029,,,,,,,,,-118.374,34.0841,,2009
1003447,L.A. Larchmont Village Farmers Market,,,,,,"Larchmont Bldg., Lot #694",Los Angeles,Los Angeles,California,90042,,,,,,,,,-118.324,34.0834,,2009
