FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,updateTime
1000418,Memorial Park Farmers Market,,,,,,Union Blvd. & Pikes Peak Ave.,Colorado Springs,,Colorado,,,,,,,,,,-104.795,38.833,,2011
1000419,Old Colorado City Farmers Market,,,,,,24th St. & W. Colorado Ave.,Colorado Springs,,Colorado,,,,,,,,,,-104.861,38.8463,,2011
1000420,Stateville Rotary Farmers Market,,,,,,East Sharpe Street,Statesville,Iredell,North Carolina,28677,,,,,,,,,-80.9019,35.7725,,2009
1000421,Melbourne Farmers Market,,,,,,HYW 69 E,Melbourne,Izard,Arkansas,72556,,,,,,,,,-91.9085,36.0595,,2009
1000422,Scott County Farmers Market,,,,,,"90 Main Street, Old Train Depot known as the Heritage Station",Scottsburg,Scott,Indiana,47170,05/17/2014 to 10/25/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,-85.7702451,38.685614,Local government building grounds,3/31/2014 17:32
1000425,Reny's Farmers' Market,,,,,,Reny's Plaza parking lot at the junction of Routes 1 and 3.,Belfast,Waldo,Maine,,,,,,,,,,-69.0064,44.4259,,2009
1000426,Greenfield Farmers Market,,,,,,Eastside of Courthouse,Greenfield,Hancock,Indiana,46140,,,,,,,,,-85.7559,39.7932,,2009
1000427,Rice Lake Farmers Market,,,,,,N. Main Street,Rice Lake,Barron,Wisconsin,54868,,,,,,,,,-91.7334,45.5013,,2009
1000428,Mt. Prospect Farmers Market,,,,,,Metro Station parking lot  west lot,Mount Prospect,Cook,Illinois,60056,06/08/2014 to 10/19/2014,Sun: 8:00 AM-1:00 PM;,,,,,,,-87.9372908,42.0664167,Private business parking lot,4/4/2014 9:45
1000429,The Virginia Grown Farmers Market at the Olde Dominion Agriculture Complex,,,,,,19783 US Hwy. 29 South,Chatham,Pittsylvania,Virginia,24531,05/02/2015 to 10/31/2015,Sat: 7:30 AM-12:00 PM;,,,,,,,-79.403628,36.864529,,3/21/2015 22:19
1000430,Winchester Farmers Market,http://www.winchesterfarmersmarket.org,https://www.facebook.com/winchfarmmkt,https://twitter.com/winchfarmmkt,,,70 Church Street,Winchester,Middlesex,Massachusetts,1890,11/22/2014 to 11/22/2014,Sat: 9:30 AM-1:30 PM;,,,,,,,-71.144062,42.449872,"Faith-based institution (e.g., church, mosque, synagogue, temple)",3/24/2014 15:43
1000431,Appleton Downtown Farm Market,http://www.appletondowntown.org,www.facebook.com/downtownappletonfarmmarket,,,,100 College Avenue,Appleton,Outagamie,Wisconsin,54911,06/18/2016 to 10/29/2016,Sat: 8:00 AM-12:30 PM;,,,,,,,-88.40703,44.26201,,8/29/2016 16:41
1000432,Downtown Appleton Indoor Winter Farm Market,http://www.appletondowntown.org,https://www.facebook.com/downtownappletonfarmmarket,,,,"100 College Avenue, City Center Plaza",Appleton,Outagamie,Wisconsin,54911,11/01/2016 to 05/27/2017,Sat: 9:00 AM-12:30 PM;,,,,,,,-88.4060597,44.2624663,,8/29/2016 16:43
1000434,Anthony Farmers Market,,,,,,Corner of West Main and Lawrence,Anthony,Harper,Kansas,67003,06/01/2013 to 10/01/2013,Sat: 7:30 AM-9:30 AM;,,,,,,,-98.038,37.1521,Private business parking lot,6/12/2013 11:49
1000435,Walnut Valley Farmers' Market,http://www.wvfmarket.com,https://www.facebook.com/pages/Walnut-Valley-Farmers-Market/489969211063190,,,,301 Main Street,Winfield,Cowley,Kansas,67156,05/28/2016 to 09/24/2016,Sat: 7:30 AM-11:00 AM;,,,,,,,-96.9979989,37.2471559,,6/27/2016 22:17
1000436,Bastrop 1832 Farmers Market,http://www.bastrop1832farmersmarket.org,https://www.facebook.com/pages/Bastrop-1832-Farmers-Market/118950738119102,https://twitter.com/bastrop1832,,http://www.pinterest.com/dlpr/bastrop-1832-farmers-market/,1302 Chestnut Street,Bastrop,Bastrop,Texas,78602,01/01/2016 to 12/31/2016,Sat: 10:00 AM-2:00 PM;,,,,,,,-97.312067,30.110719,,7/17/2016 17:21
1000437,Capitol Hill Farmers Market,,,,,,800 E. 12th Street,Des Moines,Polk,Iowa,50316,,,,,,,,,-93.6031,41.5958,,2009
1000438,Springfield Recreation Area Farmers Market,,,,,,3983 Lund Road,Fife Lake,Kalkaska,Michigan,49633,,,,,,,,,-85.2538,44.5409,,2009
1000439,Downtown Batavia Public Market,http://www.downtownbataviany.com,,,,,Corner of Ellicott(Route 63) & Center Streets,City of Batavia,Genesee,New York,14020,,,,,,,,,-78.1827,42.9948,,Apr 16 2010 10:06AM
1000440,Olde School Farmers Market,,,,,,1259 Washington Street,Brushton,Franklin,New York,,,,,,,,,,-74.514,44.8301,,2011
1000441,Wednesday Farmers Market,,,,,,Bloomingfoods parking lot,Bloomfield,Greene,Indiana,47424,,,,,,,,,-86.3927,39.164,,2009
1000442,Yakima Farmers' Market,http://www.yakimafarmersmarket.org,https://www.facebook.com/YakimaFarmersMarket,,,,S 3rd Street at Yakima Avenue,Yakima,Yakima,Washington,98901,05/12/2013 to 10/27/2013,Sun: 9:00 AM-2:00 PM;,,,,,,,-120.502725,46.602339,Closed-off public street,6/19/2013 23:39
1000443,Bird-in-Hand Farmers Market,http://www.BirdInHandFarmersMarket.com,https://www.facebook.com/pages/Bird-in-hand-Farmers-Market/181812508520469,,,,2710 Old Philadelphia Pike,Bird-in-Hand,Lancaster,Pennsylvania,17505,,,,,,,,,-76.0308,40.1067,,2009
1000444,Lindstrom Farmers Market II,http://www.lindstrom.mn.org,,,,,Hwy. 8 @ St. Bridget's Catholic Church,Lindstrom,Chisago,Minnesota,55045,,,,,,,,,-92.8913,45.3605,,2009
1000445,Lancaster County Farmers Market,,,,,,,Lancaster,Lancaster,South Carolina,29721,,,,,,,,,-80.7193,34.7212,,2011
1000446,Strawberry Point Farmers Market,,,,,,Inger Park,Strawberry Point,Clayton,Iowa,52076,,,,,,,,,-91.5135,42.6963,,2009
1000447,Virginia Farmers Market,,,,,,"8th St. South, Armory parking lot",Virginia,St. Louis,Minnesota,55792,,,,,,,,,-92.4008,47.468,,2009
1000448,Athen Farmers Market,,www.Facebook.com/athensfarmersmarket,,,,Wilson Park,Athens,Calhoun,Michigan,49011,06/07/2013 to 09/30/2013,Fri: 2:00 PM-6:00 PM;,,,,,,,-85.235,42.0885,Other,6/10/2013 15:14
1000449,Marblehead Farmers Market,http://www.marbleheadfm.com,https://www.facebook.com/pages/Marblehead-Farmers-Market/111433012220845,,,,Vine Street,Marblehead,Essex,Massachusetts,1945,05/31/2014 to 11/22/2014,Sat: 9:00 AM-12:00 PM;,,,,,,,-70.861848,42.49906,Educational institution,3/24/2014 18:48
1000450,Rugby Chamber Farmers Market,http://www.rugbynorthdakota.com,,,,,Junction Hwy. 2 & 3,Rugby,Pierce,North Dakota,58368,,,,,,,,,-99.9987,48.3548,,2009
1000452,Pinckneyville Farmers Market,,,,,,1 E Water St.,Pinckneyville,Perry,Illinois,62274,,,,,,,,,-89.3941,38.0747,,2009
1000453,Downtown Hampton Farmers Market,http://www.downtownhampton.com/farmersmarket/,,,,,,Hampton,,Virginia,,,,,,,,,,-76.3232,37.0125,,7/10/2013 13:52
1000454,Harvey Farmers Market,,,,,," In Citgo gas station parking lot, US-41 & M-28",Harvey,Marquette,Michigan,,,,,,,,,,-87.5119,46.5269,,2009
1000455,Wapakoneta Farmers' Market,,,,,,Behind Town By Auglaize River,Wapakoneta,Auglaize,Ohio,45895,06/01/2014 to 10/31/2014,Sun: 8:30 AM-12:00 PM;,06/01/2014 to 10/25/2014,Sun: 8:30 AM-12:00 PM;,,,,,-84.193602,40.571217,Local government building grounds,4/23/2014 7:03
1000456,Tyrone Farmers Market,,,,,,Logan ave.,Tyrone,Blair,Pennsylvania,16686,,,,,,,,,-78.2383,40.6744,,2009
1000457,Hollidaysburg Farmers Market,,,,,,On the Diamond,Hollidaysburg,Blair,Pennsylvania,,,,,,,,,,-78.3889,40.4273,,2009
1000458,West Orchards,,,,,,3096 N. Ridge Road,Perry,Perry,Ohio,44081,,,,,,,,,-81.1722,41.7709,,2009
1000460,Poplar Head Farmers Market,http://www.poplarheadfarmersmarket.com,https://www.facebook.com/Poplar.Head.Farmers.Market,,,,126 North St Andrews Street,Dothan,Houston,Alabama,36301,06/01/2013 to 07/27/2013,Sat: 8:00 AM-12:00 PM;,,,,,,,-85.390463,31.223592,Local government building grounds,3/14/2014 11:30
1000461,Mandeville Trailhead Community Farmers' Market,http://www.mandevilletrailhead.com,,,,,675 Lafitte St.,Mandeville,St. Tammany,Louisiana,70448,,,,,,,,,-90.0648,30.3618,,2009
1000462,Loveland Farmers' Market,http://www.lovelandfm.com,https://www.facebook.com/LovelandFarmersMarket,,,,205 Broadway Street,Loveland,Clermont,Ohio,45140,05/03/2016 to 10/25/2016,Tue: 3:00 PM-7:00 PM;,,,,,,,-84.259924,39.266388,,6/30/2016 14:01
1000463,Gualala CFM,http://www.mcfarm.org,,,,,47950 Center St,Gualala,Mendocino,California,95445,,,,,,,,,-123.521,38.762,,Apr 17 2010 11:09AM
1000464,Atlantic Farmers Market,,,,,,1200 7th Street E.,Atlantic,Cass,Iowa,50022,,,,,,,,,-94.9965,41.4043,Private business parking lot,6/17/2013 11:43
1000465,Ashland United Methodist Church Farmers Market,http://www.ashlandumc.com/gallery/seeds/seeds.htm,,,,,2600 Ashland Road,Columbia,Richland,South Carolina,29210,,,,,,,,,-81.1279,34.0412,,2009
1000466,Ebenezer Lutheran Church Farmers Market,http://www.ebenezerlutheran.org,,,,,1301 Richland Street,Columbia,Richland,South Carolina,29201,,,,,,,,,-81.0361,34.0112,,2009
1000467,Trinity Episcopal Church Farmers Market,http://www.trinitysc.org,,,,,1100 Sumter Street,Columbia,Richland,South Carolina,29201,,,,,,,,,-81.0314,34.0005,,2009
1000468,Unitarian Universal Fellowship Farmers Market,http://www.uu.columbiafc.uua.org,,,,,2701 Heyward Street,Columbia,Richland,South Carolina,29205,,,,,,,,,-81.0062,33.9908,,2009
1000469,Washington Street United Church Farmers Market,,,,,,1401 Bull Street,Columbia,Richland,South Carolina,29201,,,,,,,,,-81.03,34.0055,,2009
1000471,Shandon United Methodist Church Farmers Market,,,,,,3407 Devine Street,Columbia,Richland,South Carolina,29205,,,,,,,,,-80.9925,33.9974,,2009
1000473,Grace United Methodist Church Farmers Market,,,,,,410 Harbison Boulevard,Columbia,Richland,South Carolina,29212,,,,,,,,,-81.1496,34.0805,,2009
1000474,Virginia Wingard United Methodist Farmers Market,,,,,,1500 Broad River Road,Columbia,Richland,South Carolina,29210,,,,,,,,,-81.0867,34.0309,,2009
1000475,Wesley Memorial United Church Farmers Market,,,,,,2501 Heyward Street,Columbia,Richland,South Carolina,29205,,,,,,,,,-81.01,33.9911,,2009
1000477,Lutheran Church of the Resurrection-Seeds of Hope,,,,,,3707 Moss Ave.,Columbia,Richland,South Carolina,29205,,,,,,,,,-80.9901,33.9868,,4/3/2014 9:26
1000480,The Carolina Apartments-Seeds of Hope,,,,,,"3201 Meadowlark Dr., , SC",Columbia,Richland,South Carolina,29201,06/12/2014 to 08/07/2014,Thu: 12:00 PM-2:00 PM;,,,,,,,-80.998895,34.037248,Other,3/31/2014 21:58
1000481,Madison County Farmers Market,,https://www.facebook.com/madisoncofarmersmarket,,,,112 N. John Wayne Dr.,Winterset,Madison,Iowa,50273,05/14/2016 to 10/01/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-94.013604,41.335222,,6/27/2016 13:15
1000482,Pittsboro Farmers Market,http://www.ces.ncsu.edu/chatham/ag/SustAg/markets/geninfo,,,,,Chatham County Fairgrounds,Pittsboro,Chatham,North Carolina,27312,,,,,,,,,-79.2055,35.7539,,2009
1000483,New Sharon Farmers' Market,,,,,,Rt. 2 and Rt. 27,New Sharon,Franklin,Maine,4955,May to September,Sat:9:00 am - 1:00 pm;,,,,,,,-70.129,44.6533,Private business parking lot,6/11/2011 19:06
1000484,"Meridian Farmers' Market - Thursday's ""Arrive After Five""",http://www.meridianfarmersmarket.com,,,,,1626 Wells Avenue - Gramercy District,Boise,Boise,Idaho,83709,,,,,,,,,-116.299,43.5517,,2/19/2012 15:57
1000485,Shore Fresh Growers Farmers Markets,,https://www.facebook.com/ShoreFresh,,,,Rt 13 & Market St,Salisbury,Wicomico,Maryland,21801,May to November,Sat:8:00 AM - 1:00 PM;,,,,,,,-75.596859,38.364878,Local government building grounds,7/9/2012 13:30
1000487,Shore Fresh Growers Farmers Markets,,https://www.facebook.com/ShoreFresh,,,,Somerset Ave and Washington St,Princess Anne,Somerset,Maryland,21853,June to November,Thu:3:00 PM - 6:00 PM;,,,,,,,-75.692582,38.203065,Private business parking lot,7/9/2012 13:30
1000488,Springville Farmers Market,,,,,,"Gentner Auction, 341 West Main St",Springville,Erie,New York,,,,,,,,,,-78.6797,42.5106,,2009
1000490,Marne Farmers Market,,,,,,63 Washington,Marne,Cass,Iowa,51552,,,,,,,,,-95.1114,41.4483,,2009
1000493,Montezuma Winery Farmers Market,http://www.montezumawinery.com,,,,,2981 U.S. Route 20,Seneca Falls,Seneca,New York,13148,June to August,Fri:3:00 PM - 7:00 PM;,,,,,,,-76.767311,42.949952,Private business parking lot,5/17/2012 14:45
1000494,Esther's Place,http://www.esthersplacefibes.com,,,,,201 West Galena Street,Big Rock,Kane,Illinois,60511,April to October,Tue:10:00 AM - 6:00 PM;Wed:10:00 AM - 6:00 PM;Thu:10:00 AM - 6:00 PM;Fri:10:00 AM - 6:00 PM;Sat:10:00 AM - 6:00 PM;,,,,,,,-88.5505521,41.7641777,Healthcare Institution,5/17/2012 13:49
1000495,New Lenox Farmers Market,http://www.newlenox.net,https://www.facebook.com/pages/Village-of-New-Lenox-Illinois/106689992719003,,,,1 Veterans Parkway,New Lenox,Will,Illinois,60451,,Sat: 9:00 AM-1:00 PM;,,,,,,,-87.9799,41.5142,Local government building grounds,7/11/2013 15:07
1000496,Village of Lemont Farmers Market,http://www.lemont.il.us,,,,,435 Talcott Street,Lemont,Cook,Illinois,60439,06/03/2014 to 10/28/2014,Tue: 8:00 AM-1:00 PM;,,,,,,,-87.998233,41.67552,Private business parking lot,4/1/2014 11:51
1000497,Beechmont Open Air Market,http://www.Beechmont.org,,,,,4574 S. Third Street (not a mailing address),Louisville,Jefferson,Kentucky,40214,06/13/2015 to 09/26/2015,Sat: 8:00 AM-12:00 PM;,,,,,,,-85.767385,38.183957,,3/19/2015 14:01
1000499,Home Grown Farm Market,http://www.homegrownfarmmarket.webs.com,,,,,21078 Three Notch Road,Lexington Park,St. Mary's,Maryland,20653,03/23/2013 to 12/28/2013,Sat: 9:00 AM-1:00 PM;,,,,,,,-76.422028,38.2466343,Local government building grounds,6/13/2013 9:30
1000500,North St. Mary's County Farmers Market,,,,,,37600 New market Turner Road,Charlotte Hall,St. Mary's,Maryland,20622,04/01/2013 to 12/31/2013,Mon: 9:00 AM-7:00 PM;Tue: 9:00 AM-7:00 PM;Wed: 9:00 AM-7:00 PM;Thu: 9:00 AM-7:00 PM;Fri: 9:00 AM-7:00 PM;Sat: 9:00 AM-7:00 PM;,,,,,,,-76.773834,38.47832,Local government building grounds,6/13/2013 9:08
1000501,California Farmers Market,,,,,,22810 Three Notch Road,California,St. Mary's,Maryland,20619,,,,,,,,,-76.49997,38.294332,Private business parking lot,6/24/2013 14:29
1000502,Awendaw Farmers and Fresh Seafood Market,,,,,,6971 Doar Rd.,Awendaw,Charleston,South Carolina,29429,,,,,,,,,-79.644,32.9901,,2011
1000503,Burke County Farmer's Market II,,,,,,Faett Street,Valdese,Burke,North Carolina,28690,,Wed: 8:00 AM-12:00 PM;Fri: 2:00 PM-5:00 PM;,,,,,,,-81.564792,35.742685,Local government building grounds,7/1/2013 14:07
1000505,Downtown Tulsa Farmers Market,http://www.localharvest.org,,,,,Third and Boston,Tulsa,Tulsa,Oklahoma,74101,,,,,,,,,-95.99038,36.15396,,6/28/2013 23:44
1000506,Keosauqua Farmers Market,,,,,,"In front of M & B Repair, Hwy 1 North",Keosauqua,Van Buren,Iowa,52565,,,,,,,,,-91.9552,40.7246,,2009
1000507,North Prairie/Kenmare Farmers Market,,,,,,Square City Park,Kenmare,Ward,North Dakota,58746,,,,,,,,,-102.137,48.6422,,2009
1000508,Market on the Square,,,,,,Hwy 18E and Hwy 19N,Zebulon,Pike,Georgia,30295,04/05/2014 to 10/25/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,-84.3424,33.1023,Private business parking lot,4/23/2014 8:52
1000509,Guthrie Center Farmers Market,,,,,,S. 4th St. between Rummelharts Financial Service and Guthrie Center Communications,Guthrie Center,Guthrie,Iowa,50115,,,,,,,,,-94.5033,41.6772,,2009
1000511,Natrona County Master Gardeners Farmers' Market,,,,,,2011 Fairgrounds Road,Casper,Natrona,Wyoming,82604,August to September,,,,,,,,-106.363,42.8287,Private business parking lot,5/27/2011 8:37
1000513,Watertown Farmers' Market,,https://www.facebook.com/pages/Watertown-CT-Farmers-Market/121176481302305,,,,470 Main Street,Watertown,Litchfield,Connecticut,6795,07/11/2015 to 10/10/2015,Sat: 9:00 AM-1:00 PM;,,,,,,,-73.117512,41.603425,,3/20/2015 13:52
1000514,Rudd Farmers Market,,,,,,City Park by the Library,Rudd,Floyd,Iowa,50471,,,,,,,,,-92.9022,43.1282,,2009
1000516,Natoma Farmers Market,,,,,,435 Elm Street,Natoma,Osborne,Kansas,67751,,,,,,,,,-99.0235,39.1902,,2009
1000517,Seneca Farmers Market,,,,,,11th & Elk St.,Seneca,,Kansas,66538,,,,,,,,,-96.0707,39.8383,,2009
1000518,Gaylord Farmers Market,,,,,,5th and Main Street,Gaylord,Sibley,Minnesota,,,,,,,,,,-94.2222,44.5529,,2009
1000519,Alexandria Bay Farmers Market,http://www.visitalexbay.org,https://www.facebook.com/pages/Alexandria-Bay-Chamber-of-Commerce/82504121853,,,,Route 12,Alexandria Bay,Jefferson,New York,13607,05/23/2014 to 09/19/2014,Fri: 9:00 AM-3:00 PM;,,,,,,,-75.9157,44.3314,Private business parking lot,4/1/2014 9:36
1000520,Kuna Farmers Market,http://www.kunafarmersmarket.com,https://www.facebook.com/pages/Kuna-Farmers-Market/104827502889837,,,,Main Street and Linder,Kuna,Ada,Idaho,83634,05/09/2015 to 09/26/2015,Sat: 9:00 AM-12:00 PM;,,,,,,,-116.415209,43.490515,,3/29/2015 14:06
1000521,Seaside Farmers Market,http://www.seasidefarmersmarket.wordpress.com/,https://www.facebook.com/seasidefarmersmarket,,,,2255 East County Highway 30 A,Seaside,Walton,Florida,32459,01/01/2014 to 12/31/2014,Sat: 8:00 AM-12:00 PM;,09/01/2012 to 03/31/2012,,,,,,-86.137791,30.319989,Other,5/18/2014 11:42
1000522,Great Mall CFM,,,,,,1100 Great Mall Drive,Milipitas,Santa Clara,California,95035,May to November,Sat:8:00 AM - 1:00 PM;,,,,,,,-121.896894,37.41196,Private business parking lot,4/30/2012 16:15
1000523,John Day Farmers' Market,,,,,,SW Brent Drive,John Day,Grant,Oregon,97845,,,,,,,,,-118.954,44.416,,May 12 2010  8:09PM
1000524,Waupun Area Farmers Market,http://www.waupunchamber.com,,,,,503 East Spring Street,Waupun,Fond du Lac,Wisconsin,53963,05/22/2014 to 10/23/2014,Thu: 3:30 PM-6:30 PM;,,,,,,,-88.722663,43.64074,Local government building grounds,4/4/2014 15:38
1000525,Lime Springs Farmers Market,http://www.howard-county.com,,,,,Brown Park,Lime Springs,Howard,Iowa,52155,,Sat: 9:00 AM-12:00 PM;,,,,,,,-92.282836,43.447861,,7/1/2016 10:38
1000526,MBD Community Park Farmers Market,,,,,,1710 Southern Blvd,New York City,Bronx,New York,,,,,,,,,,-73.888,40.8364,,2009
1000527,Elgin Farmers Market,http://www.kj-vineyards.com,,,,,"Kief-Joshua Vineyards, 370 Elgin Road",Elgin,Santa Cruz,Arizona,85611,,,,,,,,,-110.543,31.659,,May 12 2010  3:31PM
1000528,Pickens County Farmers Market,,,,,,25661 Highway 17 N,Carollton,Pickens,Alabama,35447,01/01/2014 to 12/31/2014,Mon: 8:00 AM-12:00 PM;Tue: 8:00 AM-12:00 PM;Wed: 8:00 AM-12:00 PM;Thu: 8:00 AM-12:00 PM;Fri: 8:00 AM-12:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-88.093797,33.275534,Private business parking lot,5/29/2014 7:58
1000530,Belton Farmers Market,,,,,,North Main Street & Blake Street,Belton,Anderson,South Carolina,29627,,,,,,,,,-82.496,34.5268,,2009
1000531,Chico Wednesday Farmers Market,,,,,,"North Valley Plaza, East Ave. & Pillsbury Rd.",Chico,Butte,California,95973,,,,,,,,,-121.848,39.7606,,Apr 25 2010  5:40PM
1000532,Calhoun County Farmers Market,,,,,,Indepedence Street,St. Matthews,Calhoun,South Carolina,29135,,,,,,,,,-80.7799,33.6647,,2009
1000535,Mount Elgon Farmers Market,,,,,,411 Martin Luther King Jr.,Bakersfield,Kern,California,93307,,,,,,,,,-118.985,35.3615,,2009
1000540,Bakersfield Health Dept CFM,,,,,,1800 Mt. Vernon Ave.,Bakersfield,KERN,California,,,,,,,,,,-118.968,35.383,,2011
1000541,Brimhall CFM,,,,,,9500 Brimhall Road,Bakersfield,KERN,California,,,,,,,,,,-119.108,35.3696,,2011
1000542,East Bakersfield Community Health Center CFM,,,,,,815 Dr. Martin Luther King Jr Blvd.,Bakersfield,KERN,California,,,,,,,,,,-118.985,35.3659,,2011
1000544,Ninety Six Farmers Market,,,,,,SC Hwy 34 & Cane Bridge St,Ninety Six,Greenwood,South Carolina,29666,,,,,,,,,-82.0231,34.1751,,2011
1000545,CJ's Vegetable Market,,,,,,"1223 Cecil Shelton, Dr.",Grenada,Grenada,Mississippi,38901,January to December,Wed:7:00 pm - 6:00 pm;Fri:7:00 pm - 6:00 pm;Sat:7:00 pm - 12:00 pm;,,,,,,,-89.8376,33.7922,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",4/29/2011 18:39
1000546,Friday Farmers Market,,,,,,1st & College,Cheney,Spokane,Washington,99004,,,,,,,,,-117.575,47.4876,,2009
1000547,Tioga Monday Market,http://www.tiogamondaymarket.com,,,,,13005 W. Newberry Road (SR 26),Gainesville,Alachua,Florida,,,,,,,,,,-82.4816,29.6487,,Apr 22 2010 10:41AM
1000548,Union Street Farmers Market,http://www.unionstreetfarmersmkt.com,,,,,111 E University Ave.,Gainesville,Alachua,Florida,32601,01/01/2016 to 12/31/2016,Wed: 4:00 PM-7:00 PM;,,,,,,,-82.3234669,29.651503,,7/6/2016 11:33
1000549,Clio Market,,,,,,21 College Street,Clio,Barbour,Alabama,36311,01/01/2015 to 12/31/2015,Wed: 10:00 AM-1:00 PM;,,,,,,,-85.619065,31.7078144,,3/25/2015 9:49
1000550,Downtown Syracuse Farmers Market,http://www.downtownsyracuse.com,,,,,Clinton Square,Syracuse,Onondaga,New York,13202,06/10/2014 to 10/14/2014,Tue: 7:00 AM-3:00 PM;,,,,,,,-76.1528314,43.0509435,Other,3/14/2014 10:54
1000552,Florala Farmers Market,,,,,,Behind Train Depot,Florala,Covington,Alabama,36442,,,,,,,,,-86.3252,31.0063,,2009
1000553,Opp Farmers Market,,,,,,Highway 331,Opp,Covington,Alabama,36467,,,,,,,,,-86.2571,31.2807,,2009
1000554,Ohio Valley Fruit & Vegetable Growers Asociation,,,,,,1025 Lila Avenue,Milford,Clermont,Ohio,45150,06/01/2012 to 11/31/2012,Wed: 2:00 PM-5:00 PM;Sat: 10:00 AM-2:00 PM;,,,,,,,-84.275529,39.173808,Private business parking lot,3/14/2014 7:07
1000558,Arcadia Valley Farmers' Market,,,,,,250 South Main Street,Ironton,Iron,Missouri,63650,05/25/2013 to 10/26/2013,Sat: 7:00 AM-12:00 PM;,,,,,,,-90.6278618,37.5945109,Local government building grounds,7/1/2013 9:08
1000559,Aurora Local Farmer's Market - Summer Market,,,,,,Oak Street & Park Avenue,Aurora,Lawrence,Missouri,65605,04/06/2013 to 10/26/2013,Mon: -12:00 PM;Sat: 8:00 AM-;,,,,,,,-93.720373,36.969899,Private business parking lot,7/1/2013 9:04
1000560,Klamath Falls Farmers Market Assoc. Inc.,http://www.klamathfallsfarmersmarket.org,https://www.facebook.com/pages/Klamath-Falls-Farmers-Market/399618840083261,,,,100 block S 9th st.,Klamath Falls,Klamath,Oregon,97601,06/04/2016 to 10/15/2016,Sat: 9:00 AM-1:30 PM;,,,,,,,-121.779885,42.226484,,8/10/2016 0:53
1000561,Chicago Heights Corner Market,http://www.chcornermarket.com,https://www.facebook.com/pages/Chicago-Heights-Corner-Market/126181414128350,,,,160 West Joe Orr Road,Chicago Heights,Cook,Illinois,60411,06/07/2014 to 09/27/2014,Sat: 9:00 AM-1:00 PM;,,,,,,,-87.646182,41.520174,Local government building grounds,3/31/2014 19:48
1000563,"Town of West Point, Virginia",http://www.west-point.va.us,,,,,1000 Chelsea Road ,West Point,King William,Virginia,23181,06/06/2015 to ,Sat: 8:30 AM-12:00 PM;,,,,,,,-76.793868,37.538998,,3/19/2015 14:29
1000564,Shelter Cove CFM,,,,,,Machi Road next to motel,Shelter Cove,Humboldt,California,,,,,,,,,,-124.067,40.026,,2009
1000566,Casco Farmers' Market,http://www.cascofarmersmarket.org,www.facebook.com/cascofarmersmarket,https://twitter.com/CascoFMKT,,,"940 Meadow Road, Route 121",Casco,Cumberland,Maine,4015,06/06/2013 to 09/05/2013,Thu: 9:00 AM-2:00 PM;,,,,,,,-70.522297,44.003917,Local government building grounds,6/17/2013 20:08
1000569,Old Palm Harbor Community Farmers Market,,,,,,1190 Georgia Avenue at 11th Street,Palm Harbor,Pinellas,Florida,34683,,,,,,,,,-82.766,28.0772,,2009
1000570,Downtown Albany Farmers Market,,,,,,"Tricentennial Park, at Broadway",Albany,Albany,New York,,,,,,,,,,-73.9079,43.0013,,2009
1000574,The BLVD Farmers' Market,http://www.cityoflancasterca.org/farmersmarket,,,,,706 W. Lancaster Blvd.,Lancaster,Los Angeles,California,93534,05/02/2013 to 10/31/2013,Thu: 4:00 PM-9:00 PM;,11/07/2013 to 04/24/2014,Thu: 12:00 PM-5:00 PM;,,,,,-118.1422385,34.6977582,Closed-off public street,6/12/2013 11:44
1000575,Richland County,,,,,,2440 Atlas Road,Columbia,,South Carolina,29209,,,,,,,,,-80.9743,33.942,,2009
1000576,Schoolcraft Farmers Market,http://www.schoolcraftumc.org,,,,,342 N. Grand,Schoolcraft,Kalamazoo,Michigan,49087,09/01/2012 to 10/31/2012,Wed: 3:00 PM-6:00 PM;,,,,,,,-85.6371431,42.1167863,"Faith-based institution (e.g., church, mosque, synagogue, temple)",3/31/2014 16:25
1000578,Chubbuck Farmers Market,http://www.chubbuckfarmersmarket.com,,,,,4166 Yellowstone Ave #1212,Chubbuck,Bannock,Idaho,83202,,,,,,,,,-112.462,42.9202,,2009
1000579,Clarence Hollow Farmers' Market,http://www.clarencefarmersmarket.com,https://www.facebook.com/clarencehollowfm,,,,"New Town lot, 10717 Main St. (route 5)",Clarence,Erie,New York,14031,06/07/2014 to 10/25/2014,Sat: 8:00 AM-1:00 PM;,,,,,,,-78.58945,42.98032,Private business parking lot,3/14/2014 12:31
1000584,New Castle Farmers Market,,,,,,Library parking lot,New Castle,Fulton,Indiana,47362,,,,,,,,,-85.7457,40.0025,,2009
1000585,Mountain Fresh Oakland Farmers Market,http://www.MountainFresh.org,https://www.facebook.com/mountainfreshfarmersmarket,,,,5 Town Park Lane,Oakland,Garrett,Maryland,21550,06/06/2015 to 10/29/2016,Wed: 10:00 AM-1:00 PM;Sat: 10:00 AM-1:00 PM;,,,,,,,-79.40964,39.4082577,,7/8/2016 10:42
